1215	4082	3	34.12
6091	5671	3	46.1
109	3688	5	23.89
195	552	4	17.7
1152	839	3	24.25
10710	4101	4	66.39
1118	753	8	79
105	871	4	4.22
4778	8667	6	105.27
8939	14	18	91.58
111	1400	6	22.6
8	876	9	35.15
1129	109	3	4.82
2144	107	3	7.07
12	14612	4	10.52
2368	224	5	40.45
4899	571	7	85.33
12	14392	3	6.09
5959	28837	3	58.88
261	114	5	5.03
468	118	3	4.25
8452	14	17	77.25
7316	115	9	78.91
163	231	21	112.2
5786	3027	10	168.66
30468	4255	3	56.64
982	800	4	33.24
16935	101	3	11.07
18754	1174	3	43.93
2100	753	5	51.27
258	828	4	23.51
1656	12	10	4.39
2594	10678	3	44.92
793	12227	3	38.74
4966	14	19	60.1
263	204	6	24.01
12	6115	5	6.31
21845	35145	3	70.62
1348	9093	3	40.25
19981	12	3	8.09
867	619	6	50.64
12	3610	8	9.47
102	2355	5	6.39
1266	1689	5	53.89
1238	3392	11	152.8
5263	2801	3	40.94
102	386	31	45.99
12	21145	3	8.09
908	6917	11	165.49
1867	310	6	52.51
1112	20477	3	44.56
165	15120	3	29.85
119	1861	4	18.24
755	2504	3	28.6
27544	14	5	22.3
270	119	5	8.06
5602	16	13	115.4
1948	4238	3	37.34
16489	14	4	9.39
102	681	14	14.02
13	693	5	25.41
2647	54299	3	60.55
